"['44146.01502', '44148.69912']",0.194739525178,0.168425589571,0.170173994619,0.570699346514,0.618913179695,0.51777371398,-0.0793488888889,0.0584188888889,-0.0718688888889,0.08009,-0.425442222222,-0.289133333333,0.17883679349232565,0.15885464834911928,0.15511737538012618,0.5682172025068575,0.45202067616470765,0.43193109755342673,-0.05735,0.03515,-0.0562,0.01675,-0.36765,-0.2095,4,1.0,0.0244,0.17227942113719916,4,1.0,0.222733333333,0.15430217216012654,4,1.4142135623730951,0.06663,0.12112300011927848,4,2.23606797749979,0.390484210526,0.7191211258374566,5,2.6457513110645907,-0.236570588235,0.43747888772589055,4,2.0,-0.0197894736842,0.40901660777845744
"['44146.91978', '44149.6039']",0.222225565586,0.178591181504,0.208886081394,0.592903939193,0.7920341613,0.663197313692,-0.0886666666667,0.0678788888889,-0.0761344444444,0.0400222222222,-0.613102222222,-0.452195555556,0.20491209899517096,0.16611401221730615,0.1956069414459076,0.5948656467664538,0.504230863831192,0.4878465300009395,-0.1124,0.04435,-0.0719,0.0056,-0.6849,-0.4501,4,1.4142135623730951,0.0575157894737,0.1922839458924047,4,1.0,0.2377,0.14701843081736385,4,1.4142135623730951,0.115628571429,0.16810652022707848,4,2.0,0.423573684211,0.6917570445708886,4,2.0,-0.433678947368,0.5333325401858138,5,2.23606797749979,-0.0707944444444,0.4516110005853192
"['44147.82454', '44150.50867']",0.215605109968,0.177936074976,0.225502836395,0.449354193754,0.945697157187,0.677941037259,-0.0568388888889,0.0472722222222,-0.0364744444444,-0.0588966666667,-0.692488888889,-0.522066666667,0.20914328656057382,0.17250281028668488,0.22378016327281333,0.4479733849061456,0.6476595952626891,0.4349162401601671,-0.0589,0.0591,-0.0475,-0.0315,-0.8031,-0.4707,4,1.0,0.102875,0.17551646758847683,4,0.0,0.180945454545,0.12131018772148383,3,0.0,0.170830434783,0.16938966758975002,4,1.7320508075688772,0.278217647059,0.41191012101442426,4,1.7320508075688772,-0.502715,0.7073518630668972,5,1.7320508075688772,-0.176682352941,0.32378794803716465
"['44148.7293', '44151.41342']",0.263823842954,0.192360064,0.210121242778,0.6318903989,0.8621505533,0.698709651668,-0.0222277777778,0.0304,-0.0185111111111,-0.238702222222,-0.432985555556,-0.511337777778,0.26435856524326606,0.19100682616191872,0.21047684729191135,0.5883475744061608,0.7497148347101845,0.47882812111240913,-0.0143,0.03755,-0.02315,-0.1693,-0.47195,-0.4925,4,2.0,0.153644444444,0.2603742605473044,4,0.0,0.169054545455,0.17447776424647987,3,0.0,0.180465217391,0.14593508709103775,4,1.7320508075688772,0.0363105263158,0.6286421229697623,4,1.7320508075688772,-0.19473,0.8408209735603337,5,2.0,-0.0795944444444,0.350449901550467
"['44149.63405', '44152.31818']",0.261284962785,0.185277758154,0.186348350617,0.576967909468,0.707279696757,0.608905205813,0.00335111111111,0.00684555555556,-0.00819333333333,-0.193367777778,-0.185978888889,-0.414385555556,0.2627271444188474,0.18618852181104578,0.18721110886082287,0.5466453197268554,0.6862131716639106,0.44864984082985493,0.01515,0.01405,-0.01195,-0.1446,-0.05365,-0.3812,5,2.0,0.190694117647,0.25217404324837894,4,1.0,0.145261904762,0.1808341712071877,4,1.4142135623730951,0.17599,0.12061293419338094,4,1.7320508075688772,0.0182368421053,0.5902450011182045,4,2.0,0.109361111111,0.7581554296168539,4,2.0,-0.0255444444444,0.3216462949964873
"['44150.53882', '44153.22293']",0.262968829374,0.20583534466,0.198482746801,0.711874188713,0.681660510975,0.616294745682,0.0437233333333,-0.0308844444444,-0.0228166666667,-0.137714444444,0.0373533333333,-0.110662222222,0.26076117578687363,0.20464522928146997,0.19827152092833694,0.7023392959552713,0.684449424137567,0.6096746023937647,0.0443,-0.00605,-0.007,-0.1716,0.0059,-0.07555,5,1.7320508075688772,0.269693333333,0.2314944413608076,4,1.0,0.118745,0.21613054650275362,4,1.4142135623730951,0.129083333333,0.16935307444368825,4,1.4142135623730951,0.170544444444,0.8262740410116205,4,2.0,0.403423529412,0.7422325246590618,4,1.4142135623730951,0.241185,0.5686421659717582
"['44151.44357', '44154.12769']",0.275108091888,0.28258254153,0.288192827615,1.01213601847,0.851150814486,0.959664008043,0.0589311111111,-0.0401611111111,-0.000378888888889,0.110367777778,-0.183947777778,-0.24049,0.2702275938988643,0.28128113837891855,0.28980711543379145,1.011736990163288,0.8356917552029022,0.9342470449030665,0.0582,-0.01635,0.00435,-0.07365,-0.20015,-0.07555,5,1.7320508075688772,0.25834375,0.22127904545693733,4,1.4142135623730951,0.139436842105,0.257228729194091,4,1.4142135623730951,0.170288235294,0.27805451327561864,4,1.4142135623730951,0.663310526316,0.9710759101205088,5,2.449489742783178,0.252888235294,0.9172445249784493,5,1.4142135623730951,0.341447058824,0.8967856405780921
"['44152.34833', '44155.03245']",0.261188909285,0.276551817327,0.284111182462,1.07793184917,0.886884830303,0.983677892176,0.0676788888889,-0.0379011111111,-0.00211555555556,0.0369966666667,-0.196244444444,-0.281866666667,0.2536814176957879,0.27547705730219196,0.2856949335151128,1.08333208738678,0.8697458870928085,0.9477092665646909,0.05695,-0.0148,-0.0051,-0.0508,-0.2652,-0.06275,5,2.0,0.203744444444,0.23050349039649556,4,1.4142135623730951,0.112875,0.2522731599612652,4,1.4142135623730951,0.134605263158,0.28102629270760854,5,1.4142135623730951,0.768188235294,0.9790627717888886,5,2.449489742783178,0.23664375,0.9756885636778093,5,1.7320508075688772,0.404292857143,0.990562936659512
"['44153.25308', '44155.93721']",0.222337967718,0.2297953945,0.239877027755,0.978829757755,0.659150660994,0.89116817318,0.0390566666667,-0.0202533333333,0.0136111111111,-0.0297466666667,-0.175474444444,-0.416633333333,0.22010690408235517,0.23018349602588067,0.24083224962497382,0.9838588024665995,0.6389242028441441,0.7921933998062779,0.0142,-0.01685,0.0001,-0.08275,-0.1132,-0.16525,4,2.0,0.123565,0.2044508441114752,4,1.4142135623730951,0.0782454545455,0.209890887134636,4,1.4142135623730951,0.122231578947,0.24543545214493898,4,1.0,0.557066666667,0.9049693722474161,5,2.8284271247461903,0.0392214285714,0.48111557571731367,6,2.8284271247461903,0.0412,0.8686256058146818
"['44154.15785', '44156.84197']",0.0729880096698,0.0590910530923,0.0836775152329,0.500045745241,0.358163754758,0.362288039641,0.0256711111111,-0.0120033333333,-0.000916666666667,-0.00686,0.0472766666667,-0.193752222222,0.06870731973573424,0.05818321787849679,0.08414125128936059,0.5027998227454034,0.3570188249372161,0.307840302326676,0.00805,-0.00855,0.00125,-0.02605,0.00235,-0.0999,4,1.0,0.0670954545455,0.08628006709753405,3,1.0,0.027025,0.04344568072792787,4,1.4142135623730951,0.026005,0.050842765619008905,5,1.4142135623730951,0.280466666667,0.4128565952425783,6,3.7416573867739413,0.2368,0.3700447041600826,6,3.3166247903554,0.00198571428571,0.23590650317818335
